#gene_id	taxID	e_value	fasta_id
LOC121390838			
LOC121385219	6448	7.21E-167	XP_041371735.1|LOC121385219|293
LOC121385307	6448	9.75E-214	XP_041371866.1|LOC121385307|788
LOC121385704	6452	8.41E-38	XP_041372412.1|LOC121385704|100
LOC121385348	6452	7.77E-103	XP_041371925.1|LOC121385348|357
LOC121385539	6448	0	XP_041372182.1|LOC121385539|3679
LOC121385702	6448	2.15E-166	XP_041372411.1|LOC121385702|372
LOC121385562	6448	4.44E-242	XP_041372219.1|LOC121385562|1229
LOC121385349	6448	8.37E-61	XP_041371926.1|LOC121385349|216
LOC121385371	6448	6.3E-62	XP_041371965.1|LOC121385371|253
LOC121385540	6448	1.86E-47	XP_041372183.1|LOC121385540|372
LOC121385346	6448	3.88E-10	XP_041371923.1|LOC121385346|122
LOC121385541	6448	9.08E-232	XP_041372185.1|LOC121385541|599
LOC121385578	6448	1.41E-155	XP_041372249.1|LOC121385578|352
LOC121385600	6448	1.49E-103	XP_041372273.1|LOC121385600|387
LOC121385010	6448	2.94E-33	XP_041371472.1|LOC121385010|118
LOC121385273	6452	2.81E-43	XP_041371815.1|LOC121385273|234
LOC121385543	6452	4E-67	XP_041372187.1|LOC121385543|193
LOC121385545			XP_041372190.1|LOC121385545|227
LOC121384951	6452	6.4E-105	XP_041371377.1|LOC121384951|262
LOC121385188	6448	2.39E-76	XP_041371693.1|LOC121385188|147
Trnar-ccg			
LOC121385190	6448	0	XP_041371694.1|LOC121385190|1312
LOC121385234	6448	0	XP_041371751.1|LOC121385234|821
LOC121385207	6448	0	XP_041371712.1|LOC121385207|646
LOC121385197	36100	1.51E-30	XP_041371698.1|LOC121385197|118
LOC121385196	6452	4.74E-204	XP_041371697.1|LOC121385196|429
LOC121385431	6448	0	XP_041372041.1|LOC121385431|657
LOC121385546	6448	0	XP_041372192.1|LOC121385546|1073
LOC121385216	6452	1.55E-90	XP_041371725.1|LOC121385216|372
LOC121385604			XP_041372277.1|LOC121385604|124
LOC121385423			
LOC121385658	6452	0	XP_041372352.1|LOC121385658|1403
LOC121385285	6448	5.58E-193	XP_041371838.1|LOC121385285|298
LOC121385280	6448	1.82E-07	XP_041371833.1|LOC121385280|274
LOC121385281	6448	7.04E-30	XP_041371835.1|LOC121385281|121
LOC121385313	6452	1.6E-31	XP_041371880.1|LOC121385313|450
LOC121385355	6454	3.87E-25	XP_041371932.1|LOC121385355|482
LOC121385627	6448	6.25E-130	XP_041372308.1|LOC121385627|468
LOC121385548	6448	6.74E-151	XP_041372194.1|LOC121385548|450
LOC121385464	6448	9.84E-152	XP_041372093.1|LOC121385464|445
LOC121385550	6452	4.62E-72	XP_041372199.1|LOC121385550|610
LOC121385551	6452	2.61E-42	XP_041372200.1|LOC121385551|290
LOC121385363	6452	0	XP_041371954.1|LOC121385363|827
LOC121385412	6448	1.76E-214	XP_041372017.1|LOC121385412|556
LOC121385257	6448	4.76E-67	XP_041371797.1|LOC121385257|414
LOC121385019	6524	1.14E-51	XP_041371489.1|LOC121385019|329
LOC121385020	6448	4.83E-50	XP_041371490.1|LOC121385020|329
LOC121385021	6448	3.84E-138	XP_041371491.1|LOC121385021|412
LOC121385577	6448	2.23E-133	XP_041372246.1|LOC121385577|254
LOC121385295	6452	0	XP_041371849.1|LOC121385295|1159
LOC121385022			XP_041371492.1|LOC121385022|160
LOC121385465	6448	0	XP_041372094.1|LOC121385465|738
LOC121385444	6452	2.06E-96	XP_041372059.1|LOC121385444|365
LOC121384966	6452	8.98E-153	XP_041371396.1|LOC121384966|525
LOC121384994			
LOC121385701			
LOC121385317	6448	1.49E-84	XP_041371885.1|LOC121385317|291
LOC121385291			
LOC121384991	6448	0	XP_041371437.1|LOC121384991|590
LOC121385253	6448	5.42E-123	XP_041371789.1|LOC121385253|315
LOC121384964	6452	2.5E-181	XP_041371390.1|LOC121384964|487
LOC121385023	6448	4.24E-77	XP_041371493.1|LOC121385023|461
LOC121385306	6452	4.49E-237	XP_041371863.1|LOC121385306|930
LOC121385606	6448	3.76E-187	XP_041372279.1|LOC121385606|660
LOC121385626	6454	1.91E-14	XP_041372307.1|LOC121385626|319
LOC121385024	6452	3.51E-135	XP_041371494.1|LOC121385024|425
LOC121385542	36100	8.91E-202	XP_041372186.1|LOC121385542|690
LOC121385424	6448	5E-30	XP_041372034.1|LOC121385424|77
LOC121385688			XP_041372393.1|LOC121385688|105
LOC121385337			XP_041371913.1|LOC121385337|147
LOC121385263	6448	1.26E-66	XP_041371803.1|LOC121385263|122
LOC121385247	6454	2.02E-118	XP_041371780.1|LOC121385247|454
LOC121385630	6448	1.51E-80	XP_041372317.1|LOC121385630|473
LOC121385163	6452	2.27E-19	XP_041371641.1|LOC121385163|116
LOC121385166	6452	0	XP_041371646.1|LOC121385166|806
LOC121385601	6448	0	XP_041372275.1|LOC121385601|791
LOC121385652	6452	0	XP_041372347.1|LOC121385652|813
LOC121385362	6448	6.57E-270	XP_041371952.1|LOC121385362|535
LOC121385026	6448	1.47E-53	XP_041371495.1|LOC121385026|261
LOC121385352	6447	3.59E-16	XP_041371928.1|LOC121385352|324
LOC121385316			XP_041371884.1|LOC121385316|376
LOC121385224	69555	1.95E-44	XP_041371742.1|LOC121385224|137
LOC121385225	6448	3.9E-150	XP_041371743.1|LOC121385225|235
LOC121385227	6448	5.68E-62	XP_041371744.1|LOC121385227|187
LOC121385440	6448	0	XP_041372056.1|LOC121385440|676
LOC121385499	6448	3.36E-156	XP_041372134.1|LOC121385499|389
LOC121385027	6448	3.16E-50	XP_041371496.1|LOC121385027|182
LOC121385028	6545	6.89E-158	XP_041371497.1|LOC121385028|471
LOC121385029	6545	1.75E-48	XP_041371499.1|LOC121385029|186
LOC121385030	1206795	2.59E-09	XP_041371500.1|LOC121385030|121
Trnar-acg-17			
LOC121385206	6452	4.77E-134	XP_041371710.1|LOC121385206|576
LOC121385031	6447	8.53E-20	XP_041371501.1|LOC121385031|912
LOC121385032			XP_041371502.1|LOC121385032|441
LOC121385204	6448	5.25E-212	XP_041371708.1|LOC121385204|638
LOC121385205	6454	1.19E-136	XP_041371709.1|LOC121385205|572
LOC121385033	6454	3.95E-126	XP_041371503.1|LOC121385033|492
LOC121385034	6452	7.64E-137	XP_041371504.1|LOC121385034|569
LOC121385311	6448	1.63E-157	XP_041371874.1|LOC121385311|457
LOC121385035	6448	0	XP_041371505.1|LOC121385035|822
LOC121385408	6448	1.28E-178	XP_041372011.1|LOC121385408|411
LOC121384943	6452	0	XP_041371363.1|LOC121384943|1982
LOC121385445	6452	2.22E-113	XP_041372064.1|LOC121385445|332
LOC121385480	6452	7.91E-24	XP_041372113.1|LOC121385480|822
LOC121385036	6448	3.46E-28	XP_041371507.1|LOC121385036|1085
LOC121385037			XP_041371508.1|LOC121385037|469
LOC121385319	6448	2.11E-189	XP_041371886.1|LOC121385319|796
LOC121385629	6448	2.51E-188	XP_041372316.1|LOC121385629|642
LOC121385195			
LOC121385649	6465	1.57E-09	XP_041372345.1|LOC121385649|293
LOC121385038	6452	7.68E-89	XP_041371509.1|LOC121385038|449
LOC121384962	6452	1.02E-78	XP_041371388.1|LOC121384962|304
LOC121384989	6452	7E-35	XP_041371435.1|LOC121384989|770
LOC121385433	6448	9.45E-217	XP_041372044.1|LOC121385433|423
LOC121385005			
LOC121385388	6465	3.73E-11	XP_041371989.1|LOC121385388|797
LOC121385668	6448	3.13E-124	XP_041372367.1|LOC121385668|307
LOC121385041	46514	3.58E-141	XP_041371510.1|LOC121385041|317
LOC121385347	6454	3.98E-69	XP_041371924.1|LOC121385347|1517
LOC121384998	6448	2.41E-87	XP_041371455.1|LOC121384998|334
LOC121384999	6452	7.28E-61	XP_041371456.1|LOC121384999|273
LOC121385377	6448	3.03E-171	XP_041371976.1|LOC121385377|690
LOC121385308	6452	4.49E-17	XP_041371867.1|LOC121385308|126
LOC121385042	370345	5.48E-63	XP_041371511.1|LOC121385042|236
LOC121385556	6448	1.23E-28	XP_041372206.1|LOC121385556|158
LOC121385314	6448	2.58E-114	XP_041371882.1|LOC121385314|215
LOC121385518	6448	3.27E-71	XP_041372158.1|LOC121385518|467
LOC121385482	6448	1.44E-85	XP_041372114.1|LOC121385482|286
LOC121385043	6454	7.22E-89	XP_041371512.1|LOC121385043|644
LOC121385173	6448	0	XP_041371664.1|LOC121385173|1318
LOC121385174	6448	8.8E-120	XP_041371667.1|LOC121385174|321
LOC121385044	6448	2.45E-105	XP_041371514.1|LOC121385044|195
LOC121385220	6448	1.5E-107	XP_041371737.1|LOC121385220|734
LOC121385235	6448	9.21E-112	XP_041371752.1|LOC121385235|220
LOC121385279	6448	7.35E-180	XP_041371829.1|LOC121385279|356
LOC121385413	6448	9.05E-198	XP_041372018.1|LOC121385413|351
LOC121385045	6448	1.01E-164	XP_041371515.1|LOC121385045|291
LOC121385276	6452	1.72E-49	XP_041371821.1|LOC121385276|354
LOC121385552	6452	9.4E-09	XP_041372201.1|LOC121385552|123
LOC121385553			XP_041372202.1|LOC121385553|123
LOC121385672			XP_041372374.1|LOC121385672|123
LOC121385046	6452	0	XP_041371516.1|LOC121385046|2679
LOC121385200	6452	3.98E-09	XP_041371703.1|LOC121385200|147
LOC121385199	6448	1.14E-93	XP_041371702.1|LOC121385199|177
LOC121385198	6448	5E-74	XP_041371701.1|LOC121385198|177
LOC121385392	6448	1.47E-141	XP_041371993.1|LOC121385392|709
LOC121385202	6454	8.86E-07	XP_041371707.1|LOC121385202|151
LOC121385439			XP_041372055.1|LOC121385439|266
LOC121385004	6448	9.6E-261	XP_041371462.1|LOC121385004|521
LOC121385047			XP_041371517.1|LOC121385047|362
LOC121385614	6448	1.1E-103	XP_041372293.1|LOC121385614|337
LOC121385610			
LOC121385637			XP_041372327.1|LOC121385637|189
LOC121385048	6448	3.18E-89	XP_041371518.1|LOC121385048|669
LOC121385049	6448	2.68E-65	XP_041371519.1|LOC121385049|377
LOC121384971	6454	7.05E-22	XP_041371411.1|LOC121384971|146
LOC121385350	6448	5.73E-55	XP_041371927.1|LOC121385350|144
LOC121385265	6448	0	XP_041371805.1|LOC121385265|539
LOC121385051	6454	9.03E-144	XP_041371520.1|LOC121385051|2861
LOC121385052	6447	6.7E-108	XP_041371521.1|LOC121385052|207
LOC121385403	6448	4.42E-195	XP_041372006.1|LOC121385403|553
LOC121385558	6448	0	XP_041372207.1|LOC121385558|985
LOC121385608	46514	7.16E-277	XP_041372287.1|LOC121385608|600
LOC121385191			
LOC121385654			
LOC121385693	6448	2.18E-24	XP_041372399.1|LOC121385693|154
LOC121385053	6452	3.56E-40	XP_041371522.1|LOC121385053|210
LOC121385054	6452	0	XP_041371524.1|LOC121385054|1094
LOC121385055	6448	1.23E-207	XP_041371525.1|LOC121385055|673
LOC121385056	6452	1.89E-66	XP_041371526.1|LOC121385056|349
LOC121384944	6448	3.1E-105	XP_041371364.1|LOC121384944|264
LOC121385057	6448	3.32E-202	XP_041371527.1|LOC121385057|828
LOC121385058			XP_041371528.1|LOC121385058|567
LOC121385372	6448	7.56E-15	XP_041371967.1|LOC121385372|539
LOC121385059			XP_041371529.1|LOC121385059|378
LOC121385242	6448	2.17E-16	XP_041371771.1|LOC121385242|202
LOC121385241	6452	7.85E-213	XP_041371768.1|LOC121385241|511
LOC121385297			
LOC121385061	6452	5.02E-55	XP_041371530.1|LOC121385061|385
LOC121385441	6448	6.17E-150	XP_041372057.1|LOC121385441|405
LOC121385062	6448	1.1E-80	XP_041371531.1|LOC121385062|353
LOC121385063	2785011	2.78E-82	XP_041371532.1|LOC121385063|173
LOC121385064	6448	8.41E-110	XP_041371534.1|LOC121385064|324
LOC121385410	6448	2.62E-104	XP_041372015.1|LOC121385410|377
LOC121385391	317549	1.56E-120	XP_041371992.1|LOC121385391|579
LOC121385065	6448	2.18E-271	XP_041371535.1|LOC121385065|1028
LOC121385066	6447	2.49e-312	XP_041371536.1|LOC121385066|793
LOC121385067	6448	8.01E-185	XP_041371537.1|LOC121385067|368
LOC121385068	6448	3.45E-118	XP_041371538.1|LOC121385068|328
LOC121385069	6465	5.08E-50	XP_041371539.1|LOC121385069|380
LOC121385663	6448	1.98E-105	XP_041372360.1|LOC121385663|1620
LOC121385432	6452	1.78E-126	XP_041372042.1|LOC121385432|653
LOC121384995			XP_041371452.1|LOC121384995|224
LOC121385393	36100	4.8E-25	XP_041371996.1|LOC121385393|263
LOC121385642			
LOC121385574	6452	7.12E-30	XP_041372242.1|LOC121385574|267
LOC121385383			XP_041371982.1|LOC121385383|361
LOC121385070	6452	4.47E-211	XP_041371540.1|LOC121385070|412
LOC121385014			
LOC121385072	6452	2.58E-276	XP_041371541.1|LOC121385072|1953
LOC121385267	6448	4.25E-39	XP_041371807.1|LOC121385267|362
LOC121385632	6452	6.18E-55	XP_041372321.1|LOC121385632|298
LOC121385073	6452	1.37E-81	XP_041371542.1|LOC121385073|564
LOC121385261	6448	1.85E-08	XP_041371801.1|LOC121385261|147
LOC121385262			
LOC121385074			XP_041371545.1|LOC121385074|186
LOC121385075	6448	8.39E-187	XP_041371546.1|LOC121385075|375
LOC121384958	6448	1.11E-31	XP_041371386.1|LOC121384958|147
LOC121385683	6454	1.87E-52	XP_041372384.1|LOC121385683|563
LOC121385378	6448	2.97E-44	XP_041371977.1|LOC121385378|114
LOC121385272	6452	4.22E-46	XP_041371812.1|LOC121385272|473
LOC121385691	6448	4.09E-100	XP_041372397.1|LOC121385691|316
LOC121385336	6452	3.42E-280	XP_041371912.1|LOC121385336|658
LOC121385278	6454	1.7E-10	XP_041371826.1|LOC121385278|494
LOC121384957	6448	1.07E-136	XP_041371384.1|LOC121384957|531
LOC121385454	6452	9.94E-303	XP_041372073.1|LOC121385454|1167
LOC121385404	6448	1.05E-242	XP_041372008.1|LOC121385404|433
LOC121385076	6452	1.37E-15	XP_041371547.1|LOC121385076|1548
LOC121385077	6452	0	XP_041371548.1|LOC121385077|1020
LOC121385078	6452	0	XP_041371549.1|LOC121385078|1463
LOC121385079	6448	5.65E-195	XP_041371550.1|LOC121385079|1526
LOC121384983	6448	5.51E-25	XP_041371427.1|LOC121384983|247
LOC121385250	6452	1.13E-248	XP_041371784.1|LOC121385250|733
LOC121385405			XP_041372009.1|LOC121385405|201
LOC121385080			XP_041371551.1|LOC121385080|881
LOC121385015	6454	5.61E-114	XP_041371486.1|LOC121385015|242
LOC121385590	6448	8.13E-222	XP_041372262.1|LOC121385590|420
LOC121385507	6448	3.76E-142	XP_041372142.1|LOC121385507|350
LOC121385460	6448	2.49E-25	XP_041372089.1|LOC121385460|151
LOC121385082			XP_041371552.1|LOC121385082|269
LOC121385162			
LOC121385322	6452	9.7E-24	XP_041371890.1|LOC121385322|766
LOC121385567	6448	4.7E-230	XP_041372224.1|LOC121385567|651
