#gene_id	taxID	e_value	fasta_id
LOC108686578	12956	0.0	XP_018047441.1|LOC108686578|495
LOC108686558	12956	9.44e-178	XP_018047414.1|LOC108686558|248
LOC108686575	12956	3.70e-70	XP_018047437.1|LOC108686575|126
LOC108686594	12956	3.00e-282	XP_018047463.1|LOC108686594|650
LOC108686577	12956	3.30e-69	XP_018047440.1|LOC108686577|108
LOC108686496	12956	0.0	XP_018047324.1|LOC108686496|1283
LOC108686596	12956	3.14e-293	XP_018047471.1|LOC108686596|448
LOC108686495	12956	5.98e-266	XP_018047323.1|LOC108686495|354
LOC108686513	12956	1.19e-201	XP_018047350.1|LOC108686513|299
LOC108686528	12956	2.68e-78	XP_018047371.1|LOC108686528|110
LOC108686568	12956	0.0	XP_018047427.1|LOC108686568|519
LOC108686601	12956	0.0	XP_018047488.1|LOC108686601|823
LOC108686494	12956	1.71e-80	XP_018047322.1|LOC108686494|146
LOC108686628	12956	0.0	XP_018047534.1|LOC108686628|2486
LOC108686581	12956	2.59e-157	XP_018047444.1|LOC108686581|230
LOC108686493	12956	9.49e-118	XP_018047321.1|LOC108686493|219
LOC108686512	12956	0.0	XP_018047349.1|LOC108686512|853
LOC108686606	12956	0.0	XP_018047494.1|LOC108686606|938
LOC108686607	12956	5.81e-215	XP_018047495.1|LOC108686607|293
LOC108686608	12956	0.0	XP_018047496.1|LOC108686608|707
LOC108686632	12956	0.0	XP_018047546.1|LOC108686632|2012
LOC108686492	12956	0.0	XP_018047319.1|LOC108686492|554
LOC108686535	12956	0.0	XP_018047381.1|LOC108686535|663
LOC108686548	12956	1.43e-105	XP_018047399.1|LOC108686548|144
LOC108690661	12956	0.0	XP_018053545.1|LOC108690661|1532
LOC108686510	12956	3.29e-193	XP_018047347.1|LOC108686510|278
LOC108692704	12956	1.43e-64	XP_018056578.1|LOC108692704|240
LOC108690648	12956	0.0	XP_018053530.1|LOC108690648|1095
LOC108686971	12956	3.70e-136	XP_018047994.1|LOC108686971|206
LOC108687060	12956	7.25e-69	XP_018048159.1|LOC108687060|247
LOC108686925	12956	2.08e-41	XP_018047936.1|LOC108686925|260
LOC108686906	12956	0.0	XP_018047903.1|LOC108686906|852
LOC108687005	12956	0.0	XP_018048060.1|LOC108687005|2799
LOC108686859	12956	2.23e-178	XP_018047844.1|LOC108686859|273
LOC108686858	12956	0.0	XP_018047843.1|LOC108686858|495
LOC108686977	12956	0.0	XP_018048001.1|LOC108686977|527
LOC108686979	12956	6.58e-74	XP_018048003.1|LOC108686979|118
LOC108686978	12956	1.07e-266	XP_018048002.1|LOC108686978|374
LOC108687051	12956	0.0	XP_018048139.1|LOC108687051|903
LOC108686933	12956	0.0	XP_018047950.1|LOC108686933|467
LOC108686916	12956	7.78e-263	XP_018047920.1|LOC108686916|416
LOC108686860	12956	0.0	XP_018047845.1|LOC108686860|673
LOC108686969	12956	7.92e-246	XP_018047992.1|LOC108686969|327
LOC108686856	12956	0.0	XP_018047842.1|LOC108686856|1775
LOC108686980	12956	2.02e-215	XP_018048004.1|LOC108686980|290
LOC108686855	12956	1.43e-145	XP_018047841.1|LOC108686855|236
LOC108692538	12956	3.00e-50	XP_018056331.1|LOC108692538|100
LOC108692543	12956	0.0	XP_018056336.1|LOC108692543|2097
LOC108692516	12956	2.19e-182	XP_018056300.1|LOC108692516|370
LOC108692515	12956	1.66e-296	XP_018056299.1|LOC108692515|430
LOC108692514	12956	0.0	XP_018056298.1|LOC108692514|465
LOC108692553	12956	1.33e-291	XP_018056350.1|LOC108692553|411
LOC108692550	12956	0.0	XP_018056346.1|LOC108692550|1090
LOC108692529	12956	8.27e-130	XP_018056318.1|LOC108692529|209
LOC108692520	12956	0.0	XP_018056304.1|LOC108692520|429
LOC108692532	12956	1.40e-281	XP_018056320.1|LOC108692532|383
LOC108686965	12956	0.0	XP_018047988.1|LOC108686965|485
LOC108692527	12956	9.08e-98	XP_018056313.1|LOC108692527|140
LOC108686958	12956	0.0	XP_018047980.1|LOC108686958|516
LOC108687023	12956	2.78e-256	XP_018048092.1|LOC108687023|465
LOC108686869	12956	9.39e-155	XP_018047854.1|LOC108686869|231
LOC108686868	12956	0.0	XP_018047853.1|LOC108686868|1678
LOC108686903	12956	0.0	XP_018047897.1|LOC108686903|994
LOC108686883	12956	0.0	XP_018047872.1|LOC108686883|533
LOC108686882	12956	0.0	XP_018047871.1|LOC108686882|735
LOC108686874	12956	0.0	XP_018047859.1|LOC108686874|512
LOC108686867	12956	6.19e-83	XP_018047852.1|LOC108686867|246
LOC108686987	12956	6.63e-176	XP_018048018.1|LOC108686987|328
LOC108686927	12956	0.0	XP_018047938.1|LOC108686927|691
LOC108686973	12956	1.35e-116	XP_018047996.1|LOC108686973|176
LOC108686947	12956	3.24e-289	XP_018047966.1|LOC108686947|405
LOC108686917	12956	3.40e-310	XP_018047929.1|LOC108686917|501
LOC108686890	12956	0.0	XP_018047884.1|LOC108686890|560
LOC108686894	12956	2.45e-90	XP_018047890.1|LOC108686894|134
LOC108687019	12956	5.39e-218	XP_018048087.1|LOC108687019|289
LOC108686981	12956	1.78e-61	XP_018048005.1|LOC108686981|92
LOC108686876	12956	9.37e-179	XP_018047864.1|LOC108686876|259
LOC108686879	12956	2.78e-54	XP_018047867.1|LOC108686879|83
LOC108687052	12956	0.0	XP_018048140.1|LOC108687052|474
LOC108687044	12956	0.0	XP_018048126.1|LOC108687044|821
LOC108686950	12956	0.0	XP_018047971.1|LOC108686950|645
LOC108686942	12956	0.0	XP_018047961.1|LOC108686942|489
LOC108686994	12956	0.0	XP_018048031.1|LOC108686994|2940
LOC108687016	12956	0.0	XP_018048079.1|LOC108687016|671
LOC108686863	12956	1.37e-38	XP_018047846.1|LOC108686863|355
LOC108686943	12956	3.21e-41	XP_018047962.1|LOC108686943|71
LOC108687025	12956	0.0	XP_018048094.1|LOC108687025|628
LOC108687022	12956	0.0	XP_018048089.1|LOC108687022|593
LOC108687018	12956	0.0	XP_018048086.1|LOC108687018|628
LOC108692526	12956	4.97e-246	XP_018056311.1|LOC108692526|339
LOC108692519	12956	0.0	XP_018056303.1|LOC108692519|1441
LOC108692523	12956	0.0	XP_018056307.1|LOC108692523|501
LOC108690207	12956	3.09e-255	XP_018052879.1|LOC108690207|489
LOC108690215	12956	0.0	XP_018052885.1|LOC108690215|1158
LOC108690223	12956	8.09e-197	XP_018052900.1|LOC108690223|308
LOC108690233	12956	2.26e-132	XP_018052909.1|LOC108690233|270
LOC108690234	12956	0.0	XP_018052911.1|LOC108690234|1045
LOC108690205	12956	2.17e-152	XP_018052878.1|LOC108690205|219
LOC108690240	12956	0.0	XP_018052916.1|LOC108690240|1569
LOC108690272	12956	2.42e-280	XP_018052961.1|LOC108690272|415
LOC108690274	12956	0.0	XP_018052965.1|LOC108690274|726
LOC108690277	12956	1.91e-305	XP_018052970.1|LOC108690277|538
LOC108690276	12956	0.0	XP_018052969.1|LOC108690276|846
LOC108690273	12956	0.0	XP_018052962.1|LOC108690273|589
LOC108690282	12956	3.12e-167	XP_018052979.1|LOC108690282|248
LOC108690214	12956	8.94e-248	XP_018052883.1|LOC108690214|337
LOC108690284	12956	6.51e-169	XP_018052982.1|LOC108690284|257
LOC108690267	12956	6.83e-127	XP_018052955.1|LOC108690267|292
LOC108690278	12956	6.45e-106	XP_018052972.1|LOC108690278|194
LOC108690292	12956	0.0	XP_018052992.1|LOC108690292|880
LOC108690266	12956	0.0	XP_018052954.1|LOC108690266|653
LOC108690283	12956	0.0	XP_018052980.1|LOC108690283|468
LOC108690281	12956	4.70e-315	XP_018052978.1|LOC108690281|434
LOC108690290	12956	3.57e-162	XP_018052990.1|LOC108690290|226
LOC108690286	12956	1.22e-249	XP_018052985.1|LOC108690286|327
LOC108690285	12956	1.52e-61	XP_018052983.1|LOC108690285|114
LOC108691124	12956	0.0	XP_018054266.1|LOC108691124|432
LOC108691121	12956	1.27e-247	XP_018054264.1|LOC108691121|350
LOC108690647	12956	0.0	XP_018053529.1|LOC108690647|543
LOC108690646	12956	0.0	XP_018053528.1|LOC108690646|1976
LOC108690268	12956	0.0	XP_018052956.1|LOC108690268|800
LOC108690208	12956	0.0	XP_018052880.1|LOC108690208|569
LOC108690237	12956	1.08e-266	XP_018052914.1|LOC108690237|359
LOC108690222	12956	3.16e-155	XP_018052896.1|LOC108690222|224
LOC108692528	12956	0.0	XP_018056316.1|LOC108692528|492
LOC108692540	12956	9.05e-297	XP_018056333.1|LOC108692540|410
LOC108692549	12956	1.46e-158	XP_018056345.1|LOC108692549|252
LOC108692548	12956	0.0	XP_018056343.1|LOC108692548|1468
LOC108692554	12956	0.0	XP_018056351.1|LOC108692554|1857
LOC108692522	12956	0.0	XP_018056306.1|LOC108692522|654
LOC108692525	12956	0.0	XP_018056309.1|LOC108692525|532
LOC108692536	12956	2.63e-149	XP_018056328.1|LOC108692536|210
LOC108692545	12956	0.0	XP_018056338.1|LOC108692545|2167
LOC108692547	12956	0.0	XP_018056341.1|LOC108692547|509
LOC108692546	12956	0.0	XP_018056339.1|LOC108692546|1114
LOC108690242	12956	0.0	XP_018052918.1|LOC108690242|3211
LOC108690249	12956	0.0	XP_018052928.1|LOC108690249|1387
LOC108690218	12956	0.0	XP_018052891.1|LOC108690218|963
LOC108690228	12956	3.87e-130	XP_018052905.1|LOC108690228|212
LOC108690236	12956	0.0	XP_018052913.1|LOC108690236|476
LOC108690220	12956	0.0	XP_018052894.1|LOC108690220|478
LOC108690216	12956	1.84e-280	XP_018052888.1|LOC108690216|402
LOC108690217	12956	2.55e-122	XP_018052890.1|LOC108690217|192
LOC108690235	12956	1.07e-48	XP_018052912.1|LOC108690235|81
LOC108690229	12956	2.42e-131	XP_018052906.1|LOC108690229|199
LOC108690219	12956	0.0	XP_018052892.1|LOC108690219|795
LOC108690211	12956	3.60e-77	XP_018052882.1|LOC108690211|146
LOC108690245	12956	7.02e-68	XP_018052924.1|LOC108690245|142
LOC108690244	12956	0.0	XP_018052923.1|LOC108690244|641
LOC108690246	12956	3.64e-100	XP_018052925.1|LOC108690246|146
LOC108690232	12956	1.52e-82	XP_018052908.1|LOC108690232|125
LOC108690225	12956	3.16e-232	XP_018052902.1|LOC108690225|337
LOC108690231	12956	1.46e-258	XP_018052907.1|LOC108690231|374
LOC108692705	12956	2.63e-109	XP_018056579.1|LOC108692705|290
LOC108686529	12956	6.19e-159	XP_018047372.1|LOC108686529|218
LOC108686522	12956	6.19e-159	XP_018047360.1|LOC108686522|218
LOC108686588	12956	0.0	XP_018047450.1|LOC108686588|1499
LOC108689759	12956	7.77e-257	XP_018052179.1|LOC108689759|371
LOC108689761	12956	8.12e-120	XP_018052181.1|LOC108689761|186
LOC108689754	12956	2.91e-181	XP_018052173.1|LOC108689754|387
LOC108689771	12956	4.73e-148	XP_018052195.1|LOC108689771|206
LOC108691649	12956	2.26e-102	XP_018054989.1|LOC108691649|176
LOC108691653	12956	0.0	XP_018054998.1|LOC108691653|966
LOC108691650	12956	0.0	XP_018054990.1|LOC108691650|577
LOC108691648	12956	0.0	XP_018054988.1|LOC108691648|2512
LOC108691663	12956	3.11e-47	XP_018055013.1|LOC108691663|74
LOC108691647	12956	5.89e-108	XP_018054987.1|LOC108691647|282
LOC108691646	12956	0.0	XP_018054986.1|LOC108691646|574
LOC108691678	12956	0.0	XP_018055036.1|LOC108691678|534
LOC108691662	12956	1.11e-155	XP_018055012.1|LOC108691662|274
LOC108689766	12956	0.0	XP_018052187.1|LOC108689766|976
LOC108691651	12956	0.0	XP_018054996.1|LOC108691651|1001
LOC108691682	12956	2.22e-133	XP_018055044.1|LOC108691682|191
LOC108691683	12956	0.0	XP_018055045.1|LOC108691683|1708
LOC108691661	12956	6.25e-200	XP_018055011.1|LOC108691661|346
LOC108691673	12956	0.0	XP_018055026.1|LOC108691673|737
LOC108691670	12956	4.31e-293	XP_018055021.1|LOC108691670|421
LOC108691671	12956	8.03e-275	XP_018055022.1|LOC108691671|380
LOC108691669	12956	0.0	XP_018055019.1|LOC108691669|533
LOC108691668	12956	0.0	XP_018055017.1|LOC108691668|1299
LOC108691654	12956	2.18e-266	XP_018054999.1|LOC108691654|368
LOC108691644	12956	1.59e-116	XP_018054984.1|LOC108691644|168
LOC108691643	12956	7.67e-192	XP_018054983.1|LOC108691643|362
LOC108691684	12956	6.10e-184	XP_018055047.1|LOC108691684|268
LOC108691685	12956	1.47e-101	XP_018055048.1|LOC108691685|164
LOC108691681	12956	1.15e-213	XP_018055041.1|LOC108691681|317
LOC108691667	12956	2.17e-157	XP_018055015.1|LOC108691667|246
LOC108689772	12956	3.73e-261	XP_018052196.1|LOC108689772|365
LOC108689758	12956	7.87e-129	XP_018052178.1|LOC108689758|198
LOC108692392	12956	0.0	XP_018056107.1|LOC108692392|1077
LOC108692354	12956	0.0	XP_018056060.1|LOC108692354|1092
LOC108692386	12956	0.0	XP_018056099.1|LOC108692386|534
LOC108692369	12956	0.0	XP_018056077.1|LOC108692369|1115
LOC108692402	12956	0.0	XP_018056117.1|LOC108692402|1234
LOC108692403	12956	0.0	XP_018056118.1|LOC108692403|968
LOC108692335	12956	1.52e-142	XP_018056021.1|LOC108692335|205
LOC108692383	12956	2.10e-72	XP_018056097.1|LOC108692383|113
LOC108692380	12956	1.74e-157	XP_018056094.1|LOC108692380|234
LOC108692347	12956	1.12e-267	XP_018056047.1|LOC108692347|629
LOC108692353	12956	0.0	XP_018056059.1|LOC108692353|668
LOC108692413	12956	2.23e-108	XP_018056133.1|LOC108692413|156
LOC108692412	12956	0.0	XP_018056132.1|LOC108692412|1410
LOC108689757	12956	0.0	XP_018052177.1|LOC108689757|755
LOC108692414	12956	0.0	XP_018056134.1|LOC108692414|2375
LOC108692357	12956	0.0	XP_018056064.1|LOC108692357|437
LOC108692370	12956	0.0	XP_018056078.1|LOC108692370|1145
LOC108692368	12956	8.02e-233	XP_018056076.1|LOC108692368|356
LOC108692351	12956	1.07e-190	XP_018056053.1|LOC108692351|262
LOC108692323	12956	0.0	XP_018056010.1|LOC108692323|471
LOC108692349	12956	1.62e-275	XP_018056049.1|LOC108692349|414
LOC108692340	12956	0.0	XP_018056028.1|LOC108692340|1612
LOC108692390	12956	0.0	XP_018056104.1|LOC108692390|520
LOC108692391	12956	0.0	XP_018056106.1|LOC108692391|506
LOC108692398	12956	0.0	XP_018056113.1|LOC108692398|516
LOC108689765	12956	7.63e-307	XP_018052186.1|LOC108689765|420
LOC108689763	12956	0.0	XP_018052182.1|LOC108689763|785
LOC108689768	12956	0.0	XP_018052191.1|LOC108689768|1801
LOC108692388	12956	1.76e-185	XP_018056102.1|LOC108692388|268
LOC108691652	12956	3.80e-228	XP_018054997.1|LOC108691652|345
LOC108691672	12956	0.0	XP_018055023.1|LOC108691672|582
LOC108691658	12956	0.0	XP_018055008.1|LOC108691658|638
LOC108687842	12956	0.0	XP_018049327.1|LOC108687842|549
LOC108687866	12956	0.0	XP_018049368.1|LOC108687866|1216
LOC108687867	12956	0.0	XP_018049370.1|LOC108687867|493
LOC108687846	12956	0.0	XP_018049335.1|LOC108687846|841
LOC108687840	12956	3.99e-284	XP_018049324.1|LOC108687840|439
LOC108687869	12956	0.0	XP_018049374.1|LOC108687869|1079
LOC108688887	12956	0.0	XP_018050906.1|LOC108688887|857
LOC108688905	12956	4.02e-187	XP_018050934.1|LOC108688905|255
LOC108688886	12956	3.50e-214	XP_018050905.1|LOC108688886|324
LOC108688885	12956	0.0	XP_018050903.1|LOC108688885|599
LOC108688922	12956	0.0	XP_018050963.1|LOC108688922|1320
LOC108688892	12956	3.18e-149	XP_018050915.1|LOC108688892|212
LOC108688918	12956	8.22e-146	XP_018050958.1|LOC108688918|200
LOC108687865	12956	0.0	XP_018049367.1|LOC108687865|499
LOC108688917	12956	0.0	XP_018050953.1|LOC108688917|596
LOC108688899	12956	0.0	XP_018050928.1|LOC108688899|505
LOC108688919	12956	0.0	XP_018050959.1|LOC108688919|1137
LOC108688920	12956	0.0	XP_018050960.1|LOC108688920|762
LOC108688912	12956	0.0	XP_018050941.1|LOC108688912|1056
LOC108688915	12956	2.56e-130	XP_018050948.1|LOC108688915|189
LOC108688914	12956	0.0	XP_018050944.1|LOC108688914|780
LOC108688916	12956	1.10e-250	XP_018050949.1|LOC108688916|356
LOC108688896	12956	2.27e-215	XP_018050923.1|LOC108688896|308
LOC108688906	12956	3.03e-226	XP_018050936.1|LOC108688906|311
LOC108688883	12956	0.0	XP_018050901.1|LOC108688883|1324
LOC108688881	12956	0.0	XP_018050900.1|LOC108688881|1392
LOC108688897	12956	0.0	XP_018050925.1|LOC108688897|4711
LOC108688889	12956	5.09e-164	XP_018050909.1|LOC108688889|221
LOC108688884	12956	3.46e-282	XP_018050902.1|LOC108688884|401
LOC108687827	12956	3.06e-198	XP_018049302.1|LOC108687827|278
LOC108687855	12956	3.48e-315	XP_018049350.1|LOC108687855|621
LOC108687850	12956	1.75e-252	XP_018049341.1|LOC108687850|342
LOC108693596	12956	2.89e-202	XP_018058120.1|LOC108693596|310
LOC108693594	12956	5.21e-252	XP_018058119.1|LOC108693594|338
LOC108693593	12956	2.70e-81	XP_018058118.1|LOC108693593|143
LOC108693591	12956	1.15e-74	XP_018058116.1|LOC108693591|116
LOC108693590	12956	0.0	XP_018058115.1|LOC108693590|820
LOC108692714	12956	0.0	XP_018056594.1|LOC108692714|523
LOC108692712	12956	0.0	XP_018056586.1|LOC108692712|453
LOC108693785	12956	0.0	XP_018058413.1|LOC108693785|925
LOC108693782	12956	3.23e-113	XP_018058409.1|LOC108693782|302
LOC108690295	12956	0.0	XP_018052998.1|LOC108690295|602
LOC108687845	12956	0.0	XP_018049332.1|LOC108687845|752
LOC108687847	12956	1.58e-280	XP_018049336.1|LOC108687847|391
LOC108687854	12956	3.08e-94	XP_018049349.1|LOC108687854|136
LOC108687852	12956	0.0	XP_018049344.1|LOC108687852|2648
LOC108687853	12956	0.0	XP_018049347.1|LOC108687853|956
LOC108687841	12956	0.0	XP_018049326.1|LOC108687841|440
LOC108687857	12956	0.0	XP_018049352.1|LOC108687857|1162
LOC108687835	12956	4.44e-82	XP_018049310.1|LOC108687835|153
LOC108687833	12956	1.10e-162	XP_018049308.1|LOC108687833|242
LOC108687836	12956	4.23e-100	XP_018049314.1|LOC108687836|148
LOC108687831	12956	0.0	XP_018049305.1|LOC108687831|786
LOC108687830	12956	0.0	XP_018049304.1|LOC108687830|852
LOC108687838	12956	2.05e-74	XP_018049319.1|LOC108687838|126
LOC108687868	12956	0.0	XP_018049373.1|LOC108687868|1675
LOC108687848	12956	7.70e-225	XP_018049339.1|LOC108687848|321
LOC108687844	12956	0.0	XP_018049330.1|LOC108687844|539
LOC108687863	12956	0.0	XP_018049362.1|LOC108687863|2847
LOC108687862	12956	0.0	XP_018049361.1|LOC108687862|440
LOC108687861	12956	7.34e-246	XP_018049360.1|LOC108687861|353
LOC108692396	12956	4.71e-130	XP_018056110.1|LOC108692396|174
LOC108692393	12956	0.0	XP_018056108.1|LOC108692393|833
LOC108692395	12956	2.13e-146	XP_018056109.1|LOC108692395|219
LOC108692326	12956	4.03e-107	XP_018056012.1|LOC108692326|176
LOC108688077	12956	0.0	XP_018049661.1|LOC108688077|875
LOC108688102	12956	8.18e-135	XP_018049692.1|LOC108688102|219
LOC108688149	12956	6.72e-239	XP_018049777.1|LOC108688149|329
LOC108688092	12956	1.72e-152	XP_018049681.1|LOC108688092|215
LOC108688142	12956	0.0	XP_018049766.1|LOC108688142|836
LOC108688143	12956	9.12e-260	XP_018049769.1|LOC108688143|1019
LOC108688101	12956	2.08e-102	XP_018049690.1|LOC108688101|152
LOC108688139	12956	0.0	XP_018049758.1|LOC108688139|1611
LOC108688145	12956	4.92e-160	XP_018049771.1|LOC108688145|249
LOC108688079	12956	8.01e-46	XP_018049665.1|LOC108688079|160
LOC108688078	12956	0.0	XP_018049663.1|LOC108688078|1343
LOC108688129	12956	1.51e-128	XP_018049744.1|LOC108688129|195
LOC108688128	12956	2.92e-214	XP_018049741.1|LOC108688128|333
LOC108688141	12956	1.85e-214	XP_018049764.1|LOC108688141|326
LOC108688063	12956	3.59e-167	XP_018049644.1|LOC108688063|264
LOC108688111	12956	1.84e-134	XP_018049705.1|LOC108688111|202
LOC108688118	12956	5.08e-280	XP_018049713.1|LOC108688118|393
LOC108688106	12956	7.10e-272	XP_018049698.1|LOC108688106|377
LOC108688107	12956	9.79e-146	XP_018049699.1|LOC108688107|216
LOC108688105	12956	0.0	XP_018049696.1|LOC108688105|1339
LOC108688137	12956	0.0	XP_018049757.1|LOC108688137|1047
LOC108688062	12956	0.0	XP_018049643.1|LOC108688062|673
LOC108688108	12956	3.00e-152	XP_018049700.1|LOC108688108|254
LOC108688094	12956	0.0	XP_018049682.1|LOC108688094|610
LOC108688154	12956	2.64e-237	XP_018049789.1|LOC108688154|390
