#gene_id	taxID	e_value	fasta_id
CRE_13398	6237	3.54e-12	XP_003107650.1|CRE_13398|169
CRE_13397	6237	3.06e-23	XP_003107633.1|CRE_13397|324
CRE_13304	6237	2.74e-50	XP_003107581.1|CRE_13304|229
CRE_13303	6237	3.02e-137	XP_003107651.1|CRE_13303|738
CRE_13396	6237	0.0	XP_003107563.1|Cre-scav-2|571
CRE_13302	6237	1.13e-49	XP_003107647.1|CRE_13302|186
CRE_13395	6237	3.12e-54	XP_003107525.1|CRE_13395|162
CRE_13394	6237	2.32e-07	XP_003107584.1|CRE_13394|207
CRE_13300	6237	2.75e-133	XP_003107533.1|Cre-tsp-3|222
CRE_13393	6237	0.0	XP_003107601.1|CRE_13393|656
CRE_13392	6237	1.01e-47	XP_003107585.1|CRE_13392|377
CRE_13299	6237	5.18e-26	XP_003107524.1|CRE_13299|324
CRE_13399	6237	1.17e-56	XP_003107681.1|CRE_13399|328
CRE_13298	6237	3.68e-05	XP_003107616.1|CRE_13298|112
CRE_13390	6237	0.0	XP_003107562.1|CRE_13390|841
CRE_13389	6237	4.05e-126	XP_003107638.1|CRE_13389|240
CRE_13388	6237	9.58e-145	XP_003107586.1|CRE_13388|448
CRE_13387	6237	1.25e-85	XP_003107656.1|CRE_13387|298
CRE_13297	6237	7.04e-30	XP_003107535.1|CRE_13297|86
CRE_13386	6237	0.0	XP_003107564.1|Cre-tim-1|1377
CRE_13295	6237	7.41e-22	XP_003107645.1|CRE_13295|212
CRE_13294	6237	4.48e-188	XP_003107553.1|CRE_13294|281
CRE_13385	6237	1.90e-22	XP_003107624.1|CRE_13385|212
CRE_13293	6237	5.33e-219	XP_003107545.1|CRE_13293|337
CRE_13292	6237	9.53e-238	XP_003107677.1|Cre-npp-18|366
CRE_13384	6237	5.89e-118	XP_003107552.1|Cre-set-25|993
CRE_13391	6237	1.01e-41	XP_003107632.1|CRE_13391|304
CRE_12478	6237	1.39e-115	XP_003107811.1|CRE_12478|224
CRE_13305	6237	5.89e-194	XP_003107675.1|CRE_13305|283
CRE_13307	6237	4.44e-29	XP_003107631.1|CRE_13307|395
CRE_13322	6237	3.13e-54	XP_003107646.1|CRE_13322|101
CRE_13413	6237	5.63e-55	XP_003107609.1|CRE_13413|102
CRE_13412	6237	1.54e-10	XP_003107680.1|CRE_13412|196
CRE_13321	6237	3.13e-54	XP_003107643.1|CRE_13321|101
CRE_13411	6237	5.63e-55	XP_003107669.1|CRE_13411|102
CRE_13410	6237	2.50e-07	XP_003107576.1|CRE_13410|257
CRE_13409	6237	0.0	XP_003107536.1|Cre-pssy-2|473
CRE_13320	6237	1.60e-21	XP_003107668.1|CRE_13320|315
CRE_13319	6237	0.0	XP_003107532.1|Cre-acs-5|699
CRE_13318	6237	0.0	XP_003107640.1|CRE_13318|1413
CRE_13317	6237	4.98e-79	XP_003107560.1|CRE_13317|945
CRE_13316	6237	8.89e-59	XP_003107639.1|CRE_13316|954
CRE_13306	6237	2.66e-61	XP_003107550.1|CRE_13306|149
CRE_13315	6237	2.94e-39	XP_003107658.1|CRE_13315|964
CRE_13408	6237	1.31e-05	XP_003107653.1|CRE_13408|236
CRE_13407	6237	2.96e-26	XP_003107555.1|CRE_13407|280
CRE_13406	6237	4.44e-15	XP_003107568.1|CRE_13406|268
CRE_13405	6237	1.01e-22	XP_003107659.1|CRE_13405|322
CRE_13313	6237	1.13e-82	XP_003107667.1|CRE_13313|240
CRE_13404	6237	0.0	XP_003107579.1|Cre-pod-1|1165
CRE_13403	6237	0.0	XP_003107654.1|Cre-mlh-1|1082
CRE_13402	6237	4.46e-67	XP_003107556.1|CRE_13402|137
CRE_13312	6237	4.99e-132	XP_003107542.1|CRE_13312|336
CRE_13309	6237	3.13e-267	XP_003107572.1|CRE_13309|368
CRE_13308	6237	4.02e-10	XP_003107663.1|CRE_13308|386
CRE_13400	6237	3.61e-04	XP_003107551.1|CRE_13400|168
CRE_13314	6237	1.27e-227	XP_003107657.1|CRE_13314|538
CRE_13291	6237	2.28e-221	XP_003107583.1|Cre-unc-64|825
CRE_12479	6237	1.59e-140	XP_003107760.1|CRE_12479|206
CRE_12480	6237	9.07e-278	XP_003107919.1|CRE_12480|437
CRE_12708	6237	0.0	XP_003107914.1|CRE_12708|882
CRE_12512	6237	2.01e-197	XP_003107752.1|CRE_12512|324
CRE_12511	6237	3.50e-140	XP_003107842.1|CRE_12511|298
CRE_12510	6237	1.08e-82	XP_003107968.1|CRE_12510|136
CRE_12707	6237	1.35e-63	XP_003107993.1|CRE_12707|103
CRE_12706	119089	1.46e-86	XP_003107875.1|CRE_12706|240
CRE_12509	6237	0.0	XP_003107978.1|CRE_12509|2131
CRE_12508	6237	9.72e-277	XP_003107847.1|CRE_12508|453
CRE_12704	6237	6.09e-245	XP_003107942.1|CRE_12704|356
CRE_12703	6237	1.99e-295	XP_003107889.1|CRE_12703|498
CRE_12702	6237	2.51e-254	XP_003107813.1|CRE_12702|493
CRE_12701	6237	3.25e-226	XP_003107866.1|CRE_12701|345
CRE_12700	6237	1.07e-279	XP_003107769.1|CRE_12700|460
CRE_12507	6237	1.31e-202	XP_003107897.1|CRE_12507|291
CRE_12699	6237	1.48e-304	XP_003108022.1|CRE_12699|533
CRE_12698	6237	0.0	XP_003107746.1|Cre-egl-19|1879
CRE_12697	6237	1.90e-123	XP_003107801.1|CRE_12697|243
CRE_12696	6237	4.48e-234	XP_003108031.1|CRE_12696|386
CRE_12695	6237	1.26e-114	XP_003108005.1|CRE_12695|194
CRE_12694	6237	0.0	XP_003107911.1|Cre-unc-82|1556
CRE_12506	6237	9.30e-61	XP_003107913.1|Cre-valv-1|84
CRE_12693	6237	7.49e-108	XP_003107967.1|CRE_12693|436
CRE_12692	6237	5.78e-47	XP_003107831.1|CRE_12692|348
CRE_12505	6237	0.0	XP_003107865.1|Cre-tag-224|464
CRE_12691	6237	8.36e-152	XP_003107712.1|CRE_12691|413
CRE_12709	6237	0.0	XP_003107870.1|CRE_12709|656
CRE_12513	6237	0.0	XP_003107931.1|Cre-glt-6|597
CRE_12710	6237	1.65e-194	XP_003107716.1|CRE_12710|283
CRE_12514	6237	1.56e-113	XP_003108007.1|CRE_12514|205
CRE_12725	6237	2.28e-97	XP_003107764.1|CRE_12725|405
CRE_12724	6237	2.97e-66	XP_003108037.1|CRE_12724|108
CRE_12526	6237	9.85e-262	XP_003107959.1|CRE_12526|407
CRE_12525	6237	0.0	XP_003107704.1|CRE_12525|1157
CRE_12524	6237	0.0	XP_003107949.1|Cre-tag-80|7308
CRE_12522	6237	0.0	XP_003107770.1|Cre-nol-10|757
CRE_12723	6237	1.90e-60	XP_003107882.1|CRE_12723|434
CRE_12722	6237	9.44e-92	XP_003107709.1|CRE_12722|199
CRE_12521	6237	2.04e-71	XP_003108053.1|CRE_12521|315
CRE_12721	6237	8.66e-133	XP_003107955.1|CRE_12721|350
CRE_12520	6237	0.0	XP_003107937.1|Cre-clec-180|924
CRE_12519	6237	2.77e-53	XP_003107784.1|CRE_12519|114
CRE_12504	6237	1.20e-167	XP_003107996.1|CRE_12504|357
CRE_12720	6237	1.11e-245	XP_003107861.1|Cre-ima-3|513
CRE_12719	6237	4.90e-255	XP_003108032.1|CRE_12719|511
CRE_12718	6237	2.10e-83	XP_003107698.1|CRE_12718|169
CRE_12717	6237	1.04e-220	XP_003107830.1|Cre-dif-1|327
CRE_12517	6237	8.39e-103	XP_003107944.1|CRE_12517|383
CRE_12716	6237	9.35e-88	XP_003107899.1|Cre-cdd-2|164
CRE_12715	6237	0.0	XP_003108043.1|Cre-pam-1|884
CRE_12516	6237	2.54e-173	XP_003107843.1|CRE_12516|310
CRE_12714	6237	3.26e-22	XP_003108018.1|CRE_12714|127
CRE_12713	6237	0.0	XP_003107783.1|CRE_12713|461
CRE_12712	6237	2.64e-105	XP_003107731.1|CRE_12712|374
CRE_12515	6237	1.38e-195	XP_003107750.1|CRE_12515|310
CRE_12711	6237	0.0	XP_003107964.1|Cre-plc-4|751
CRE_12518	6237	0.0	XP_003107726.1|CRE_12518|567
CRE_12690	6237	2.37e-35	XP_003107984.1|CRE_12690|71
CRE_12688	6237	3.95e-171	XP_003107965.1|CRE_12688|337
CRE_12503	6237	2.28e-59	XP_003107907.1|CRE_12503|419
CRE_12667	6237	1.46e-31	XP_003107912.1|CRE_12667|148
CRE_12666	6237	2.73e-215	XP_003107816.1|Cre-glb-23|415
CRE_12492	6237	0.0	XP_003107740.1|Cre-kcc-1|1120
CRE_12491	6237	1.46e-42	XP_003107874.1|CRE_12491|107
CRE_12490	6237	0.0	XP_003107952.1|Cre-unc-8|784
CRE_12665	6237	3.13e-279	XP_003107758.1|CRE_12665|466
CRE_12664	6237	5.76e-79	XP_003108048.1|CRE_12664|153
CRE_12489	6237	2.95e-123	XP_003107850.1|CRE_12489|248
CRE_12663	6237	1.26e-110	XP_003107956.1|CRE_12663|182
CRE_12662	6237	8.75e-137	XP_003107713.1|CRE_12662|481
CRE_12661	6237	2.50e-197	XP_003108013.1|CRE_12661|331
CRE_12660	6237	2.75e-217	XP_003107926.1|CRE_12660|340
CRE_12668	6237	1.49e-58	XP_003107946.1|CRE_12668|259
CRE_12488	6237	6.10e-259	XP_003107773.1|CRE_12488|595
CRE_12486	6237	6.65e-110	XP_003107928.1|CRE_12486|524
CRE_12485	6237	5.04e-53	XP_003107839.1|CRE_12485|179
CRE_12659	6237	6.51e-54	XP_003108000.1|CRE_12659|542
CRE_12658	6237	1.93e-31	XP_003107932.1|CRE_12658|104
CRE_12657	6237	2.62e-155	XP_003107838.1|CRE_12657|365
CRE_12656	6237	2.58e-144	XP_003107714.1|CRE_12656|316
CRE_12484	6237	8.98e-86	XP_003107729.1|Cre-skr-16|223
CRE_12483	6237	2.23e-21	XP_003108030.1|CRE_12483|193
CRE_12655	6237	2.96e-151	XP_003107929.1|CRE_12655|629
CRE_12482	6237	3.77e-73	XP_003107738.1|CRE_12482|267
CRE_12654	6237	0.0	XP_003107887.1|CRE_12654|1406
CRE_12481	6237	2.90e-106	XP_003108038.1|CRE_12481|512
CRE_12487	6237	3.16e-162	XP_003108023.1|CRE_12487|259
CRE_12653	6237	3.54e-104	XP_003108002.1|CRE_12653|347
CRE_12669	6237	6.10e-76	XP_003107708.1|CRE_12669|169
CRE_12493	6237	8.55e-186	XP_003107989.1|CRE_12493|261
CRE_12502	6237	4.51e-116	XP_003107972.1|CRE_12502|283
CRE_12687	6237	9.21e-165	XP_003108034.1|CRE_12687|376
CRE_12686	6237	4.25e-210	XP_003108003.1|CRE_12686|309
CRE_12501	6237	9.70e-165	XP_003107986.1|CRE_12501|316
CRE_12500	6237	1.84e-77	XP_003107834.1|CRE_12500|127
CRE_12685	6237	9.74e-74	XP_003107873.1|CRE_12685|122
CRE_12499	6237	1.35e-63	XP_003107767.1|Cre-his-50|103
CRE_12684	6237	1.08e-82	XP_003107753.1|CRE_12684|136
CRE_12683	6237	0.0	XP_003107977.1|Cre-ocr-4|769
CRE_12682	6237	1.35e-141	XP_003107903.1|CRE_12682|239
CRE_12681	6237	0.0	XP_003107786.1|CRE_12681|1283
CRE_12680	6237	0.0	XP_003107855.1|CRE_12680|552
CRE_12670	6237	1.48e-201	XP_003107976.1|Cre-cap-1|282
CRE_12679	6237	1.78e-138	XP_003107910.1|Cre-rps-8|208
CRE_12498	6237	7.67e-240	XP_003108011.1|CRE_12498|383
CRE_12677	6237	6.83e-295	XP_003107778.1|CRE_12677|740
CRE_12676	6237	1.10e-72	XP_003107794.1|CRE_12676|414
CRE_12675	6237	2.14e-154	XP_003107836.1|Cre-glb-2|228
CRE_12497	6237	4.52e-152	XP_003107916.1|CRE_12497|264
CRE_12674	6237	7.02e-161	XP_003107754.1|CRE_12674|277
CRE_12496	6237	1.48e-165	XP_003107815.1|CRE_12496|277
CRE_12673	6237	1.13e-165	XP_003107973.1|CRE_12673|279
CRE_12672	6237	1.83e-97	XP_003107837.1|Cre-col-114|322
CRE_12495	6237	8.76e-143	XP_003107975.1|CRE_12495|290
CRE_12671	6237	3.05e-156	XP_003107727.1|Cre-gstk-2|225
CRE_12494	6237	1.62e-221	XP_003107895.1|CRE_12494|318
CRE_12678	6237	1.01e-96	XP_003107997.1|Cre-grl-4|273
CRE_13383	6237	1.57e-157	XP_003107683.1|Cre-cpf-2|345
CRE_13290	6237	0.0	XP_003107671.1|CRE_13290|2118
CRE_13289	6237	2.22e-297	XP_003107559.1|CRE_13289|564
CRE_14013	6237	8.98e-45	XP_003107389.1|CRE_14013|230
CRE_13930	6237	4.28e-52	XP_003107403.1|CRE_13930|242
CRE_13929	6237	2.74e-44	XP_003107358.1|CRE_13929|190
CRE_14012	6237	5.73e-110	XP_003107476.1|Cre-clec-92|214
CRE_14010	6237	5.58e-07	XP_003107464.1|CRE_14010|171
CRE_14009	6237	2.90e-27	XP_003107475.1|CRE_14009|225
CRE_13928	6237	3.82e-31	XP_003107471.1|CRE_13928|274
CRE_14008	6237	2.69e-24	XP_003107356.1|CRE_14008|171
CRE_14006	6237	1.34e-33	XP_003107453.1|CRE_14006|279
CRE_13926	6237	1.23e-171	XP_003107493.1|CRE_13926|276
CRE_14005	6237	5.66e-06	XP_003107498.1|CRE_14005|84
CRE_14004	6237	8.20e-89	XP_003107445.1|CRE_14004|236
CRE_14003	6237	1.52e-113	XP_003107354.1|Cre-clec-100|231
CRE_13925	6237	1.41e-28	XP_003107499.1|CRE_13925|1168
CRE_14002	6237	4.15e-23	XP_003107461.1|Cre-rsy-1|341
CRE_14001	6237	1.31e-27	XP_003107359.1|CRE_14001|215
CRE_13924	6237	9.05e-34	XP_003107469.1|CRE_13924|544
CRE_13923	6237	1.04e-19	XP_003107375.1|CRE_13923|307
CRE_13921	6237	8.19e-19	XP_003107491.1|CRE_13921|308
CRE_13919	6237	8.24e-22	XP_003107495.1|CRE_13919|300
CRE_13918	6237	2.50e-21	XP_003107421.1|CRE_13918|522
CRE_13917	6237	9.42e-137	XP_003107440.1|Cre-ztf-6|483
CRE_13916	6237	3.85e-157	XP_003107432.1|Cre-sri-5|285
CRE_14000	6237	1.20e-109	XP_003107474.1|Cre-rsr-1|511
CRE_13999	6237	3.10e-86	XP_003107365.1|CRE_13999|163
CRE_14014	6237	1.30e-49	XP_003107399.1|CRE_14014|289
CRE_14015	6237	7.48e-38	XP_003107379.1|CRE_14015|277
CRE_14016	6237	1.42e-45	XP_003107398.1|CRE_14016|301
CRE_14017	6237	3.99e-08	XP_003107494.1|CRE_14017|63
CRE_13945	6237	1.07e-217	XP_003107401.1|CRE_13945|299
CRE_13943	6237	0.0	XP_003107388.1|CRE_13943|1368
CRE_14031	6237	2.20e-46	XP_003107370.1|CRE_14031|154
CRE_13942	6237	1.18e-70	XP_003107444.1|CRE_13942|269
CRE_14030	6237	9.37e-29	XP_003107451.1|CRE_14030|162
CRE_13941	6237	0.0	XP_003107394.1|CRE_13941|827
CRE_14029	6237	4.68e-68	XP_003107424.1|CRE_14029|118
CRE_13940	6237	6.84e-65	XP_003107416.1|CRE_13940|110
CRE_13939	6237	1.51e-129	XP_003107381.1|Cre-ndx-8|233
CRE_14028	6237	4.39e-118	XP_003107518.1|CRE_14028|187
CRE_13938	6237	6.80e-178	XP_003107472.1|CRE_13938|279
CRE_14027	6237	2.69e-246	XP_003107423.1|CRE_14027|342
CRE_13998	6237	2.55e-144	XP_003107465.1|CRE_13998|238
CRE_14025	6237	1.07e-40	XP_003107404.1|CRE_14025|821
CRE_14023	6237	0.0	XP_003107414.1|CRE_14023|968
CRE_13937	6237	0.0	XP_003107396.1|Cre-spr-5|746
CRE_13936	6237	3.14e-104	XP_003107484.1|CRE_13936|239
CRE_13935	6237	0.0	XP_003107436.1|CRE_13935|514
CRE_14022	6237	3.52e-38	XP_003107479.1|CRE_14022|124
CRE_13934	6237	3.25e-226	XP_003107487.1|CRE_13934|465
CRE_13933	6237	6.50e-91	XP_003107510.1|Cre-spe-38|196
CRE_13932	6237	8.50e-146	XP_003107434.1|CRE_13932|260
CRE_14021	6237	5.28e-297	XP_003107378.1|CRE_14021|528
CRE_13931	6237	2.42e-309	XP_003107383.1|CRE_13931|465
CRE_14020	6237	1.97e-40	XP_003107418.1|CRE_14020|259
CRE_14018	6237	1.81e-48	XP_003107373.1|CRE_14018|243
CRE_14024	6237	4.03e-16	XP_003107485.1|CRE_14024|85
CRE_13997	6237	2.32e-14	XP_003107470.1|CRE_13997|317
CRE_13996	6237	1.53e-81	XP_003107489.1|CRE_13996|168
CRE_13915	6237	2.63e-56	XP_003107371.1|CRE_13915|231
CRE_13902	6237	3.60e-17	XP_003107514.1|CRE_13902|437
CRE_13973	6237	1.65e-182	XP_003107405.1|CRE_13973|337
CRE_13901	6237	1.16e-296	XP_003107467.1|CRE_13901|524
CRE_13900	6237	7.47e-70	XP_003107507.1|CRE_13900|236
CRE_13899	6237	8.34e-73	XP_003107374.1|CRE_13899|241
CRE_13898	6237	8.68e-71	XP_003107372.1|CRE_13898|244
CRE_13897	6237	1.39e-82	XP_003107466.1|CRE_13897|218
CRE_13972	6237	7.04e-56	XP_003107473.1|CRE_13972|163
CRE_13896	6237	4.17e-82	XP_003107511.1|CRE_13896|238
CRE_13971	6237	2.18e-74	XP_003107519.1|CRE_13971|241
CRE_13970	6237	1.35e-04	XP_003107400.1|CRE_13970|296
CRE_13895	6237	0.0	XP_003107431.1|CRE_13895|509
CRE_13903	6237	4.58e-21	XP_003107433.1|CRE_13903|426
CRE_13966	6237	0.0	XP_003107390.1|Cre-pad-1|2123
CRE_14604	6237	0.0	XP_003107342.1|CRE_14604|580
CRE_14732	6237	2.17e-64	XP_003107304.1|CRE_14732|360
CRE_14603	6237	4.24e-180	XP_003107290.1|CRE_14603|324
CRE_14602	6237	6.37e-240	XP_003107127.1|Cre-nmur-2|508
CRE_14601	6237	7.39e-174	XP_003107216.1|Cre-srd-3|506
CRE_14731	6237	1.82e-36	XP_003107090.1|CRE_14731|335
CRE_14730	6237	3.25e-18	XP_003107206.1|CRE_14730|212
CRE_14600	6237	0.0	XP_003107285.1|CRE_14600|588
CRE_14599	6237	1.13e-18	XP_003107144.1|CRE_14599|231
CRE_14729	6237	1.43e-25	XP_003107170.1|CRE_14729|287
CRE_14728	6237	6.33e-13	XP_003107277.1|CRE_14728|94
CRE_14727	6237	2.49e-51	XP_003107093.1|CRE_14727|386
CRE_14733	6237	7.55e-287	XP_003107321.1|CRE_14733|442
CRE_13946	6237	0.0	XP_003107512.1|Cre-vars-2|1049
CRE_13904	6237	3.54e-19	XP_003107455.1|CRE_13904|417
CRE_13906	6237	4.30e-25	XP_003107515.1|CRE_13906|390
CRE_13995	6237	0.0	XP_003107443.1|Cre-amx-2|727
CRE_13914	6237	0.0	XP_003107442.1|Cre-hmr-1|3066
CRE_13994	6237	4.52e-78	XP_003107360.1|CRE_13994|235
CRE_13913	6237	3.48e-92	XP_003107429.1|Cre-clec-98|208
CRE_13912	6237	2.36e-81	XP_003107488.1|CRE_13912|219
CRE_13993	6237	1.14e-241	XP_003107456.1|CRE_13993|449
CRE_13911	6237	0.0	XP_003107509.1|Cre-nhx-8|685
CRE_13910	6237	9.88e-254	XP_003107406.1|Cre-gsk-3|362
CRE_13992	6237	1.39e-155	XP_003107367.1|CRE_13992|235
CRE_13991	6237	4.06e-108	XP_003107503.1|CRE_13991|201
CRE_13990	6237	1.60e-154	XP_003107407.1|CRE_13990|444
CRE_13989	6237	4.12e-135	XP_003107480.1|CRE_13989|403
CRE_13905	6237	2.01e-78	XP_003107393.1|CRE_13905|139
CRE_13988	6237	2.91e-58	XP_003107439.1|CRE_13988|170
CRE_13908	6237	2.06e-12	XP_003107478.1|CRE_13908|89
CRE_13985	6237	1.83e-28	XP_003107492.1|CRE_13985|386
CRE_13984	6237	2.72e-32	XP_003107468.1|CRE_13984|387
CRE_13983	6237	7.53e-44	XP_003107366.1|CRE_13983|597
CRE_13982	6237	8.90e-26	XP_003107452.1|CRE_13982|391
CRE_13981	6237	9.32e-26	XP_003107482.1|CRE_13981|397
CRE_13980	6237	1.10e-31	XP_003107420.1|CRE_13980|388
CRE_13979	6237	2.14e-28	XP_003107402.1|CRE_13979|806
CRE_13978	6237	4.73e-16	XP_003107496.1|CRE_13978|163
CRE_13977	6237	5.80e-28	XP_003107415.1|CRE_13977|396
CRE_13976	6237	9.65e-286	XP_003107362.1|CRE_13976|1703
CRE_13907	6237	1.75e-22	XP_003107437.1|CRE_13907|415
CRE_13987	6237	1.10e-31	XP_003107361.1|CRE_13987|229
CRE_13947	6237	3.21e-149	XP_003107450.1|Cre-aex-6|215
CRE_14032	6237	3.86e-305	XP_003107447.1|Cre-kin-1|644
CRE_14033	6237	7.51e-63	XP_003107355.1|CRE_14033|243
CRE_13272	6237	3.42e-291	XP_003107694.1|Cre-pxd-1|499
CRE_13367	6237	0.0	XP_003107678.1|CRE_13367|653
CRE_13366	6237	2.31e-139	XP_003107594.1|Cre-glb-11|256
CRE_13365	6237	6.64e-103	XP_003107526.1|CRE_13365|161
CRE_13364	6237	8.52e-169	XP_003107617.1|Cre-msi-1|335
CRE_13271	6237	5.33e-32	XP_003107606.1|CRE_13271|121
CRE_13270	6237	1.03e-131	XP_003107613.1|CRE_13270|250
CRE_13269	6237	3.02e-89	XP_003107628.1|CRE_13269|210
CRE_13268	6237	1.71e-93	XP_003107662.1|CRE_13268|183
CRE_13267	6237	6.98e-56	XP_003107569.1|CRE_13267|231
CRE_13362	6237	2.53e-39	XP_003107623.1|Cre-nlp-10|132
CRE_13266	6237	4.98e-130	XP_003107592.1|CRE_13266|413
CRE_13273	6237	4.01e-54	XP_003107547.1|CRE_13273|278
CRE_13265	6237	2.02e-138	XP_003107685.1|CRE_13265|387
CRE_13360	6237	1.54e-43	XP_003107626.1|CRE_13360|96
CRE_13264	6237	1.14e-262	XP_003107529.1|CRE_13264|464
CRE_13359	6237	6.27e-291	XP_003107661.1|CRE_13359|371
CRE_13263	6237	2.57e-180	XP_003107695.1|CRE_13263|374
CRE_13358	6237	0.0	XP_003107591.1|Cre-tbb-2|449
CRE_13262	6237	0.0	XP_003107531.1|Cre-rcq-5|821
CRE_13357	6237	0.0	XP_003107615.1|Cre-unc-79|1149
CRE_13356	6237	0.0	XP_003107621.1|CRE_13356|871
CRE_13260	6237	4.95e-18	XP_003107582.1|CRE_13260|108
CRE_13355	6237	6.04e-240	XP_003107588.1|Cre-kin-19|341
CRE_13354	6237	3.74e-78	XP_003107652.1|CRE_13354|147
CRE_13353	6237	1.03e-176	XP_003107620.1|CRE_13353|370
CRE_13361	6237	0.0	XP_003107541.1|Cre-hum-5|1045
CRE_13258	6237	1.01e-30	XP_003107593.1|CRE_13258|327
CRE_13368	6237	9.00e-07	XP_003107549.1|CRE_13368|882
CRE_13370	6237	3.55e-63	XP_003107649.1|CRE_13370|151
CRE_13288	6237	2.70e-265	XP_003107522.1|CRE_13288|562
CRE_13382	6237	1.87e-129	XP_003107634.1|Cre-rsp-3|262
CRE_13287	6237	0.0	XP_003107619.1|Cre-elpc-2|798
CRE_13381	6237	1.07e-33	XP_003107587.1|CRE_13381|342
CRE_13380	6237	1.20e-125	XP_003107665.1|Cre-taf-7.2|247
CRE_13379	6237	2.58e-234	XP_003107523.1|Cre-tpst-1|378
CRE_13286	6237	5.53e-16	XP_003107673.1|CRE_13286|345
CRE_13285	6237	8.21e-65	XP_003107570.1|CRE_13285|287
CRE_13284	6237	1.40e-06	XP_003107644.1|CRE_13284|117
